id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
785,Listing_785,247,Host_710,Manhattan,Neighborhood_192,40.75522150680546,-73.96981048771399,Entire home/apt,179,30,23,2019-02-27 02:04:43.736747350,0.25821094153169155,4,233
786,Listing_786,905,Host_336,Bronx,Neighborhood_188,40.82605885573333,-73.84909827315899,Private room,143,1,25,2019-02-27 03:49:34.914982997,3.198799499421686,6,114
787,Listing_787,291,Host_515,Brooklyn,Neighborhood_52,40.70310130751016,-73.95976719926247,Entire home/apt,58,7,29,2019-02-27 05:34:26.093218644,5.846218656833163,2,12
788,Listing_788,248,Host_149,Brooklyn,Neighborhood_72,40.6705466786759,-73.87089597592383,Private room,78,3,21,2019-02-27 07:19:17.271454291,4.258418684651444,4,148
789,Listing_789,613,Host_928,Brooklyn,Neighborhood_68,40.716404049008744,-73.9201514534324,Shared room,42,1,19,2019-02-27 09:04:08.449689938,1.8308544215017872,2,266
790,Listing_790,599,Host_898,Bronx,Neighborhood_100,40.800621514748286,-73.90698563867812,Entire home/apt,71,2,22,2019-02-27 10:48:59.627925585,,5,13
791,Listing_791,865,Host_623,Manhattan,Neighborhood_82,40.7735414025507,-73.94263204804912,Entire home/apt,263,2,20,2019-02-27 12:33:50.806161233,0.23944627862820989,1,249
792,Listing_792,449,Host_532,Brooklyn,Neighborhood_155,40.72109548262093,-74.00965908852271,Private room,66,7,20,2019-02-27 14:18:41.984396880,2.8237177239629094,2,186
793,Listing_793,84,Host_715,Brooklyn,Neighborhood_59,40.63381423511992,-73.86706697851524,Private room,65,2,32,,1.4235341004799742,4,68
794,Listing_794,773,Host_883,Queens,Neighborhood_19,40.68952926740423,-73.76807010669563,Private room,58,2,18,2019-02-27 17:48:24.340868174,0.29518890937338704,3,276
795,Listing_795,221,Host_402,Manhattan,Neighborhood_3,40.70641954859978,-73.9715869271859,Entire home/apt,185,1,20,2019-02-27 19:33:15.519103821,1.4994622842371126,0,352
796,Listing_796,666,Host_694,Bronx,Neighborhood_39,40.883442574526605,-73.89339381032012,Private room,69,2,22,2019-02-27 21:18:06.697339468,4.33476258796661,3,107
797,Listing_797,51,Host_331,Bronx,Neighborhood_66,40.843546672187074,-73.80310873041651,Entire home/apt,147,1,20,2019-02-27 23:02:57.875575115,3.3071326936005643,2,191
798,Listing_798,550,Host_227,Brooklyn,Neighborhood_73,40.640604492549265,-73.91432987410899,Shared room,76,1,29,2019-02-28 00:47:49.053810763,0.14060938972473025,4,80
799,Listing_799,771,Host_804,Queens,Neighborhood_184,40.58306121544664,-73.90694100481552,Private room,53,30,17,2019-02-28 02:32:40.232046410,2.4584265189239765,1,346
800,Listing_800,981,Host_358,Bronx,Neighborhood_134,40.88014135033779,-73.77410224967375,Entire home/apt,51,1,30,2019-02-28 04:17:31.410282057,4.513026627201551,3,196
801,Listing_801,187,Host_588,Queens,Neighborhood_28,40.614125869839576,-73.84168655674988,Entire home/apt,74,1,20,2019-02-28 06:02:22.588517704,5.727628161380108,4,331
802,Listing_802,525,Host_829,Manhattan,Neighborhood_176,40.72906503293654,-73.99897788251903,Entire home/apt,192,2,26,2019-02-28 07:47:13.766753351,5.246145425154206,1,24
803,Listing_803,223,Host_316,Brooklyn,Neighborhood_98,40.619934242947615,-73.92934169787759,Entire home/apt,266,3,19,2019-02-28 09:32:04.944988998,0.009118507379834995,1,280
804,Listing_804,465,Host_735,Queens,Neighborhood_93,40.71391402746084,-73.78969357893467,Private room,86,1,19,2019-02-28 11:16:56.123224645,1.3122119821609222,6,139
805,Listing_805,419,Host_885,Brooklyn,Neighborhood_176,40.70538861095417,-73.89831080860002,Entire home/apt,67,1,20,2019-02-28 13:01:47.301460292,1.2464213054513138,3,10
806,Listing_806,87,Host_36,Queens,Neighborhood_195,40.62352634508762,-73.93321500944502,Entire home/apt,90,1,21,2019-02-28 14:46:38.479695940,2.478567780166455,2,93
807,Listing_807,259,Host_509,Bronx,Neighborhood_182,40.83380049374532,-73.80195605067459,Entire home/apt,82,1,24,,3.874527387254045,6,303
808,Listing_808,181,Host_478,Bronx,Neighborhood_126,40.828265261647,-73.80023762687938,Shared room,43,2,29,2019-02-28 18:16:20.836167234,0.9184143652875763,2,336
809,Listing_809,311,Host_428,Brooklyn,Neighborhood_16,40.68932332701391,-73.90044467234557,Private room,71,2,15,2019-02-28 20:01:12.014402881,5.494072164032737,1,330
810,Listing_810,173,Host_836,Manhattan,Neighborhood_35,40.739745392566704,-74.00106215646326,Entire home/apt,312,2,24,2019-02-28 21:46:03.192638528,4.662701488928631,1,176
811,Listing_811,322,Host_450,Staten Island,Neighborhood_75,40.595942509864805,-74.22368627549828,Entire home/apt,125,2,30,2019-02-28 23:30:54.370874175,2.515991623965859,3,46
812,Listing_812,707,Host_812,Bronx,Neighborhood_107,40.87875840021536,-73.8573754853621,Shared room,42,3,42,2019-03-01 01:15:45.549109822,3.5039608576451515,3,328
813,Listing_813,340,Host_845,Manhattan,Neighborhood_87,40.75149473515145,-73.94674144228841,Private room,278,2,18,2019-03-01 03:00:36.727345469,3.2508120316946383,2,145
814,Listing_814,496,Host_90,Bronx,Neighborhood_158,40.88388022531116,-73.82543753219686,Entire home/apt,133,7,25,2019-03-01 04:45:27.905581117,3.493380334062462,4,0
815,Listing_815,245,Host_541,Bronx,Neighborhood_176,40.91166772609158,-73.90671592895242,Entire home/apt,115,2,29,2019-03-01 06:30:19.083816764,5.160691522497411,4,69
816,Listing_816,940,Host_176,Brooklyn,Neighborhood_69,40.65323616941501,-73.9982222516059,Entire home/apt,135,3,35,,1.20071783670404,2,225
817,Listing_817,505,Host_420,Brooklyn,Neighborhood_116,40.601132768085556,-73.87459454574767,Entire home/apt,208,2,30,2019-03-01 10:00:01.440288058,4.102283812055117,4,132
818,Listing_818,329,Host_732,Brooklyn,Neighborhood_8,40.6071459595967,-73.89054819487038,Private room,145,2,21,2019-03-01 11:44:52.618523705,0.642196800824917,3,2
819,Listing_819,880,Host_648,Manhattan,Neighborhood_107,40.715823926267426,-74.0049147169468,Private room,68,3,38,2019-03-01 13:29:43.796759352,2.7549838487342626,3,89
820,Listing_820,196,Host_901,Manhattan,Neighborhood_107,40.766189055470086,-73.97046126508477,Entire home/apt,184,1,24,2019-03-01 15:14:34.974994999,3.81503321369103,3,356
821,Listing_821,62,Host_864,Bronx,Neighborhood_114,40.882544671079806,-73.92006673155473,Private room,73,2,11,,0.07500996688070583,2,231
822,Listing_822,25,Host_990,Manhattan,Neighborhood_179,40.756027007559695,-74.01237914602815,Entire home/apt,206,3,26,2019-03-01 18:44:17.331466294,0.6483975840440586,1,266
823,Listing_823,564,Host_974,Manhattan,Neighborhood_10,40.78114530304137,-73.94543152816657,Private room,179,3,24,2019-03-01 20:29:08.509701941,0.5476006165486338,0,330
824,Listing_824,562,Host_687,Brooklyn,Neighborhood_28,40.66545617758549,-73.98878816035676,Private room,108,2,19,2019-03-01 22:13:59.687937588,2.2481556456068685,4,362
825,Listing_825,378,Host_638,Brooklyn,Neighborhood_164,40.674274314513355,-74.01546869283352,Entire home/apt,114,2,31,2019-03-01 23:58:50.866173235,,4,295
826,Listing_826,897,Host_171,Bronx,Neighborhood_60,40.82362323076285,-73.85042965332478,Entire home/apt,67,1,24,2019-03-02 01:43:42.044408882,5.975790182793816,4,101
827,Listing_827,295,Host_394,Manhattan,Neighborhood_10,40.79231760284563,-73.95267195708672,Private room,181,7,24,2019-03-02 03:28:33.222644529,1.5244733120503005,2,63
828,Listing_828,52,Host_266,Manhattan,Neighborhood_142,40.76664266141489,-73.96755506716146,Entire home/apt,126,1,35,2019-03-02 05:13:24.400880176,0.8157571889495367,4,79
829,Listing_829,844,Host_504,Queens,Neighborhood_102,40.77262471841098,-73.89538063947666,Entire home/apt,69,3,27,2019-03-02 06:58:15.579115824,2.4885758903257127,2,211
830,Listing_830,40,Host_134,Brooklyn,Neighborhood_63,40.59369633163672,-73.89999696415425,Private room,97,1,24,2019-03-02 08:43:06.757351471,0.8758525960107382,4,83
831,Listing_831,744,Host_784,Manhattan,Neighborhood_175,40.7028284928291,-74.00766388517135,Shared room,75,1,24,2019-03-02 10:27:57.935587118,0.14726725559057252,3,313
832,Listing_832,572,Host_956,Brooklyn,Neighborhood_197,40.605980544613985,-74.03911797444997,Entire home/apt,95,1,34,2019-03-02 12:12:49.113822765,3.3837543539298958,3,226
833,Listing_833,728,Host_26,Manhattan,Neighborhood_56,40.737331540636596,-73.94128811709537,Private room,222,2,30,2019-03-02 13:57:40.292058412,5.277435079355446,3,231
834,Listing_834,457,Host_277,Manhattan,Neighborhood_134,40.72133465745601,-73.99071486187948,Entire home/apt,270,1,25,2019-03-02 15:42:31.470294059,5.165100630724144,3,255
835,Listing_835,878,Host_100,Brooklyn,Neighborhood_147,40.642980438630545,-73.92734333063162,Private room,115,1,26,2019-03-02 17:27:22.648529706,0.6047314369114494,2,236
836,Listing_836,852,Host_442,Brooklyn,Neighborhood_180,40.694251235809126,-73.9408593967934,Private room,65,1,24,2019-03-02 19:12:13.826765353,0.8848614917873219,3,152
837,Listing_837,709,Host_425,Bronx,Neighborhood_190,40.82887836024915,-73.86894213043223,Private room,88,1,32,2019-03-02 20:57:05.005001001,2.9467259589502417,4,285
838,Listing_838,788,Host_874,Brooklyn,Neighborhood_128,40.6876555042564,-73.92773889658892,Entire home/apt,160,1,20,2019-03-02 22:41:56.183236648,2.206299120830647,2,167
839,Listing_839,853,Host_30,Brooklyn,Neighborhood_177,40.650175701968706,-73.96612203240632,Private room,83,1,35,2019-03-03 00:26:47.361472295,4.218447256609139,4,24
840,Listing_840,2,Host_645,Queens,Neighborhood_78,40.58635145016373,-73.71964817613609,Private room,50,3,27,2019-03-03 02:11:38.539707942,2.9696460012715087,3,9
841,Listing_841,469,Host_906,Manhattan,Neighborhood_139,40.76800610283068,-73.93924455950781,Entire home/apt,214,2,15,2019-03-03 03:56:29.717943589,0.1207090721239028,1,364
842,Listing_842,106,Host_496,Queens,Neighborhood_46,40.575405277014006,-73.89490300681618,Entire home/apt,227,2,22,2019-03-03 05:41:20.896179236,1.7073850696765962,1,312
843,Listing_843,216,Host_863,Manhattan,Neighborhood_69,40.70362548954416,-73.93143836648234,Entire home/apt,394,30,25,2019-03-03 07:26:12.074414883,5.408951224150772,5,162
844,Listing_844,777,Host_651,Staten Island,Neighborhood_45,40.568235990432356,-74.18456146046944,Entire home/apt,97,2,21,2019-03-03 09:11:03.252650530,3.069052961245923,1,282
845,Listing_845,679,Host_998,Manhattan,Neighborhood_95,40.779157390893,-73.93401272517286,Private room,106,7,32,2019-03-03 10:55:54.430886178,4.787692510218953,3,251
846,Listing_846,759,Host_191,Brooklyn,Neighborhood_108,40.642046713226804,-73.8595158610493,Entire home/apt,120,1,27,2019-03-03 12:40:45.609121825,2.413776595661563,3,61
847,Listing_847,414,Host_903,Manhattan,Neighborhood_58,40.76740261791261,-73.98085142387465,Entire home/apt,218,2,30,2019-03-03 14:25:36.787357472,4.061781887077434,0,207
848,Listing_848,950,Host_187,Staten Island,Neighborhood_160,40.58380851123188,-74.24781026922612,Private room,101,1,22,,1.014019303421756,1,354
849,Listing_849,210,Host_140,Brooklyn,Neighborhood_115,40.70256274203795,-73.88501061410788,Entire home/apt,134,2,37,2019-03-03 17:55:19.143828766,4.4191996033301,2,148
850,Listing_850,58,Host_320,Brooklyn,Neighborhood_10,40.61556159313343,-73.98526744379284,Entire home/apt,157,2,20,2019-03-03 19:40:10.322064413,4.719486278500893,1,168
851,Listing_851,940,Host_891,Manhattan,Neighborhood_141,40.7287353661742,-73.96667622358314,Entire home/apt,612,1,24,2019-03-03 21:25:01.500300060,0.5408415546956729,0,146
852,Listing_852,43,Host_749,Queens,Neighborhood_111,40.61742463903962,-73.94557241252151,Private room,65,3,24,2019-03-03 23:09:52.678535708,1.0998644583197612,1,293
853,Listing_853,138,Host_369,Manhattan,Neighborhood_13,40.714684816907344,-73.97040717825878,Private room,181,2,26,2019-03-04 00:54:43.856771355,2.777335641537017,1,3
854,Listing_854,621,Host_297,Bronx,Neighborhood_36,40.808805137260904,-73.8260935636962,Private room,23,1,29,2019-03-04 02:39:35.035007002,,3,77
855,Listing_855,489,Host_956,Manhattan,Neighborhood_86,40.73524754415957,-74.0043816772325,Entire home/apt,159,2,31,2019-03-04 04:24:26.213242649,3.8249480074490583,1,64
856,Listing_856,560,Host_200,Manhattan,Neighborhood_128,40.73733049901229,-73.98242294745032,Private room,134,3,20,2019-03-04 06:09:17.391478296,4.009217883454257,4,103
857,Listing_857,638,Host_796,Manhattan,Neighborhood_122,40.79188520512589,-73.98394641633053,Entire home/apt,338,1,34,2019-03-04 07:54:08.569713943,4.2864914819981985,6,82
858,Listing_858,469,Host_379,Brooklyn,Neighborhood_147,40.608851473471255,-73.9958554483608,Entire home/apt,89,1,29,2019-03-04 09:38:59.747949590,3.034599826325243,3,47
859,Listing_859,726,Host_80,Brooklyn,Neighborhood_118,40.64825165484604,-74.02007265569821,Entire home/apt,164,3,35,2019-03-04 11:23:50.926185237,3.449132935508197,3,263
860,Listing_860,913,Host_447,Manhattan,Neighborhood_135,40.74497273083238,-73.99493571969784,Private room,234,30,26,2019-03-04 13:08:42.104420885,0.0504368028497848,3,132
861,Listing_861,640,Host_501,Queens,Neighborhood_15,40.59851516983381,-73.85319795672368,Entire home/apt,121,1,33,2019-03-04 14:53:33.282656532,0.9996042320534175,3,199
862,Listing_862,389,Host_259,Brooklyn,Neighborhood_81,40.711527199737716,-73.94449709602229,Entire home/apt,106,7,36,2019-03-04 16:38:24.460892179,2.9913842525695054,4,176
863,Listing_863,198,Host_613,Brooklyn,Neighborhood_46,40.70004872891097,-73.92509639692713,Entire home/apt,96,1,23,2019-03-04 18:23:15.639127826,4.473558348422136,5,197
864,Listing_864,202,Host_544,Brooklyn,Neighborhood_48,40.65020981906393,-74.0065031292274,Entire home/apt,116,7,13,2019-03-04 20:08:06.817363473,4.853549400140393,6,98
865,Listing_865,192,Host_789,Brooklyn,Neighborhood_66,40.658013490640876,-73.96986014375135,Private room,111,2,32,2019-03-04 21:52:57.995599120,4.373662152483311,8,308
866,Listing_866,107,Host_121,Brooklyn,Neighborhood_4,40.658213306352245,-73.89420229882008,Entire home/apt,143,7,29,2019-03-04 23:37:49.173834767,2.918416339711258,6,115
867,Listing_867,706,Host_55,Manhattan,Neighborhood_3,40.758493611833906,-73.9601316306867,Private room,99,3,27,2019-03-05 01:22:40.352070414,1.687665287081204,3,59
868,Listing_868,327,Host_493,Manhattan,Neighborhood_3,40.77127180029586,-73.94062111683105,Entire home/apt,183,1,22,2019-03-05 03:07:31.530306062,2.668296961449064,2,344
869,Listing_869,750,Host_18,Bronx,Neighborhood_69,40.914585315872024,-73.85604797233563,Private room,53,1,31,2019-03-05 04:52:22.708541709,0.05576938854032809,4,306
870,Listing_870,644,Host_309,Bronx,Neighborhood_93,40.871023476257506,-73.8167280950682,Private room,64,2,20,2019-03-05 06:37:13.886777356,3.587756736670952,2,19
871,Listing_871,357,Host_880,Brooklyn,Neighborhood_28,40.69327145751742,-73.88924960513918,Entire home/apt,85,1,16,2019-03-05 08:22:05.065013003,0.44740142465976884,2,290
872,Listing_872,595,Host_633,Manhattan,Neighborhood_23,40.75529755860175,-73.97602949554737,Entire home/apt,246,2,25,2019-03-05 10:06:56.243248650,0.8723405692422728,3,89
873,Listing_873,501,Host_110,Queens,Neighborhood_30,40.78795067725045,-73.7562580869647,Private room,47,30,30,2019-03-05 11:51:47.421484297,3.755859722713577,2,83
874,Listing_874,284,Host_331,Brooklyn,Neighborhood_62,40.67898864428886,-73.94647038219648,Private room,64,1,26,2019-03-05 13:36:38.599719944,0.08009203407449594,3,230
875,Listing_875,468,Host_573,Manhattan,Neighborhood_87,40.74937988957157,-73.94134017895483,Entire home/apt,161,2,22,2019-03-05 15:21:29.777955592,3.441331999766584,6,362
876,Listing_876,508,Host_946,Manhattan,Neighborhood_51,40.78872910017773,-74.01901306755492,Entire home/apt,202,1,27,2019-03-05 17:06:20.956191239,3.830280523921679,2,40
877,Listing_877,734,Host_264,Queens,Neighborhood_41,40.55013281463179,-73.73957452970565,Private room,69,2,32,2019-03-05 18:51:12.134426886,4.729650081101274,3,238
878,Listing_878,106,Host_268,Queens,Neighborhood_64,40.764605356556935,-73.80497991924099,Private room,100,1,29,2019-03-05 20:36:03.312662533,,3,171
879,Listing_879,294,Host_435,Manhattan,Neighborhood_43,40.778630955271026,-73.93989050739016,Entire home/apt,377,1,16,2019-03-05 22:20:54.490898180,0.01758998037911108,1,299
880,Listing_880,66,Host_450,Manhattan,Neighborhood_91,40.75527474475967,-73.93291176165405,Entire home/apt,254,7,31,2019-03-06 00:05:45.669133827,4.601147363579143,1,133
881,Listing_881,195,Host_297,Manhattan,Neighborhood_58,40.738756633829986,-73.96482349211055,Entire home/apt,224,3,25,2019-03-06 01:50:36.847369474,1.740323275194953,4,190
882,Listing_882,188,Host_918,Queens,Neighborhood_59,40.55455104488812,-73.82832010912055,Private room,129,3,27,2019-03-06 03:35:28.025605121,5.323231329141483,1,144
883,Listing_883,47,Host_639,Manhattan,Neighborhood_168,40.742638989476944,-73.93544672010567,Entire home/apt,198,3,19,2019-03-06 05:20:19.203840769,1.109811564748585,3,113
884,Listing_884,362,Host_137,Manhattan,Neighborhood_174,40.74285638378057,-73.98774691309008,Shared room,105,2,24,2019-03-06 07:05:10.382076416,3.5130345320924645,3,90
885,Listing_885,871,Host_590,Queens,Neighborhood_62,40.70431774947418,-73.75181987176165,Entire home/apt,171,3,34,2019-03-06 08:50:01.560312063,0.656457986124888,4,296
886,Listing_886,537,Host_719,Manhattan,Neighborhood_177,40.74521022057643,-73.9464267158419,Entire home/apt,75,1,18,2019-03-06 10:34:52.738547710,2.4161408904264494,3,223
887,Listing_887,578,Host_907,Queens,Neighborhood_116,40.71106721531105,-73.7733922137667,Private room,35,1,21,2019-03-06 12:19:43.916783357,5.292386369813582,2,150
888,Listing_888,487,Host_397,Manhattan,Neighborhood_111,40.755804897562946,-74.01490465241787,Private room,178,1,31,2019-03-06 14:04:35.095019004,3.650085050462634,2,37
889,Listing_889,847,Host_184,Manhattan,Neighborhood_23,40.72826256059515,-73.95939212797778,Private room,121,1,20,2019-03-06 15:49:26.273254651,4.137702214598922,6,168
890,Listing_890,579,Host_412,Manhattan,Neighborhood_172,40.70183486616737,-73.95198864006555,Entire home/apt,162,1,20,2019-03-06 17:34:17.451490298,1.3558219824248983,4,30
891,Listing_891,709,Host_601,Queens,Neighborhood_172,40.677256555265416,-73.90385934375587,Private room,55,1,16,2019-03-06 19:19:08.629725946,5.536505522208186,2,122
892,Listing_892,246,Host_320,Bronx,Neighborhood_19,40.90498127076482,-73.9154873075145,Private room,45,2,19,2019-03-06 21:03:59.807961593,3.7408946420869373,5,79
893,Listing_893,808,Host_741,Bronx,Neighborhood_172,40.87005970627476,-73.88030398230676,Entire home/apt,167,1,29,2019-03-06 22:48:50.986197240,0.6353129053189388,1,143
894,Listing_894,612,Host_576,Brooklyn,Neighborhood_11,40.64311403116647,-73.9086611239315,Entire home/apt,139,3,26,2019-03-07 00:33:42.164432887,0.09331348701952558,3,67
895,Listing_895,178,Host_326,Queens,Neighborhood_60,40.55580000978302,-73.89834150095851,Entire home/apt,99,2,30,2019-03-07 02:18:33.342668534,,1,68
896,Listing_896,115,Host_567,Manhattan,Neighborhood_166,40.742610015398085,-73.954249035661,Entire home/apt,276,7,23,2019-03-07 04:03:24.520904181,0.30727075329512155,3,181
897,Listing_897,680,Host_805,Manhattan,Neighborhood_3,40.75032704481006,-73.93664073051413,Private room,88,1,27,2019-03-07 05:48:15.699139828,5.469695173629684,2,219
898,Listing_898,631,Host_417,Bronx,Neighborhood_144,40.89595101100789,-73.8750577365786,Entire home/apt,135,2,23,2019-03-07 07:33:06.877375476,2.1502723780187765,6,342
899,Listing_899,998,Host_793,Manhattan,Neighborhood_9,40.718373892584246,-73.97396619077121,Private room,185,2,28,2019-03-07 09:17:58.055611123,1.7893951652719602,2,297
900,Listing_900,165,Host_882,Manhattan,Neighborhood_41,40.70932601201809,-73.93712024579528,Private room,110,30,23,2019-03-07 11:02:49.233846770,2.4992743400710062,1,191
901,Listing_901,219,Host_791,Manhattan,Neighborhood_38,40.79448756419105,-74.01944842174177,Private room,197,1,27,2019-03-07 12:47:40.412082417,2.4574294811841244,2,125
902,Listing_902,197,Host_700,Manhattan,Neighborhood_69,40.746413518719876,-74.01778095498638,Private room,135,1,20,2019-03-07 14:32:31.590318064,1.4309596541374607,2,18
903,Listing_903,401,Host_952,Manhattan,Neighborhood_193,40.707494401269855,-74.0100750944551,Entire home/apt,228,1,29,2019-03-07 16:17:22.768553711,0.5509680575097051,5,88
904,Listing_904,830,Host_703,Brooklyn,Neighborhood_35,40.637526353673906,-73.86195316142542,Entire home/apt,214,1,19,2019-03-07 18:02:13.946789358,0.6517595557524078,1,82
905,Listing_905,998,Host_904,Brooklyn,Neighborhood_127,40.634968496951,-74.04135726009,Entire home/apt,203,2,18,2019-03-07 19:47:05.125025005,3.5951321893629755,2,317
906,Listing_906,749,Host_785,Bronx,Neighborhood_163,40.91666129283657,-73.9270805915874,Private room,82,3,22,2019-03-07 21:31:56.303260653,2.3810103098385924,2,258
907,Listing_907,681,Host_607,Bronx,Neighborhood_48,40.791311752652845,-73.81284327060683,Entire home/apt,98,1,29,2019-03-07 23:16:47.481496300,5.414732327497309,4,263
908,Listing_908,76,Host_90,Manhattan,Neighborhood_107,40.79805403040313,-73.93309368494462,Private room,183,1,26,2019-03-08 01:01:38.659731947,2.7824202629260464,3,217
909,Listing_909,426,Host_759,Manhattan,Neighborhood_8,40.75655389146196,-73.96264256562145,Entire home/apt,194,1,20,2019-03-08 02:46:29.837967594,3.0209494542560904,4,274
910,Listing_910,287,Host_441,Brooklyn,Neighborhood_27,40.690912687049874,-74.01378992790556,Entire home/apt,128,1,19,2019-03-08 04:31:21.016203241,5.569469887777533,1,118
911,Listing_911,545,Host_75,Brooklyn,Neighborhood_9,40.70705703783058,-73.94198685694316,Entire home/apt,157,7,23,2019-03-08 06:16:12.194438888,3.0098444369411723,3,208
912,Listing_912,299,Host_574,Manhattan,Neighborhood_158,40.74142768475899,-73.93205353840645,Private room,175,7,24,2019-03-08 08:01:03.372674535,3.0118918653258646,2,320
913,Listing_913,861,Host_734,Queens,Neighborhood_14,40.787856023055234,-73.78440779697775,Private room,121,1,27,2019-03-08 09:45:54.550910182,2.178977881759806,3,308
914,Listing_914,742,Host_267,Brooklyn,Neighborhood_151,40.6623408017778,-74.04929782981787,Entire home/apt,164,1,18,2019-03-08 11:30:45.729145830,4.262471162300479,2,268
915,Listing_915,707,Host_963,Brooklyn,Neighborhood_29,40.62574019565465,-73.97798690128985,Entire home/apt,118,7,28,2019-03-08 13:15:36.907381477,2.3533660089099557,1,58
916,Listing_916,294,Host_936,Brooklyn,Neighborhood_26,40.64308065351033,-74.03022673230879,Entire home/apt,111,1,22,2019-03-08 15:00:28.085617124,3.529933022399344,6,184
917,Listing_917,809,Host_936,Manhattan,Neighborhood_143,40.75373348248431,-73.9800270218002,Shared room,93,2,29,2019-03-08 16:45:19.263852771,2.6843720623684706,3,11
918,Listing_918,886,Host_633,Bronx,Neighborhood_115,40.87247719235189,-73.7892945007754,Private room,62,7,26,2019-03-08 18:30:10.442088418,3.1724691657953166,2,223
919,Listing_919,447,Host_312,Queens,Neighborhood_73,40.78792877819714,-73.741697631076,Entire home/apt,257,2,21,2019-03-08 20:15:01.620324065,4.962163794970237,3,87
920,Listing_920,936,Host_821,Manhattan,Neighborhood_81,40.74260008105024,-73.96197548459668,Private room,101,1,14,2019-03-08 21:59:52.798559712,2.482398128056194,5,97
921,Listing_921,414,Host_853,Bronx,Neighborhood_67,40.917572677848,-73.84188643041557,Entire home/apt,115,1,25,2019-03-08 23:44:43.976795359,1.3804668361179506,5,175
922,Listing_922,431,Host_483,Brooklyn,Neighborhood_144,40.71914574487852,-73.96853301589934,Private room,60,7,22,2019-03-09 01:29:35.155031007,3.421922552688014,4,67
923,Listing_923,790,Host_28,Bronx,Neighborhood_141,40.82569445043835,-73.92447817525391,Entire home/apt,109,1,34,2019-03-09 03:14:26.333266654,5.625052911249783,1,152
924,Listing_924,230,Host_342,Queens,Neighborhood_90,40.75342185922061,-73.888310294385,Private room,64,1,26,2019-03-09 04:59:17.511502301,4.159272124974109,3,355
925,Listing_925,96,Host_426,Brooklyn,Neighborhood_96,40.60914895308107,-73.85521288517911,Entire home/apt,115,3,15,2019-03-09 06:44:08.689737948,1.8501794633006696,0,151
926,Listing_926,895,Host_883,Manhattan,Neighborhood_152,40.736164532775504,-73.96587614097012,Private room,216,3,23,,5.777962990960178,5,278
927,Listing_927,439,Host_814,Manhattan,Neighborhood_118,40.79146957435212,-73.95930030357698,Private room,235,2,25,2019-03-09 10:13:51.046209242,2.0563014069984904,1,358
928,Listing_928,171,Host_786,Brooklyn,Neighborhood_62,40.64055995061574,-73.87752392309514,Private room,227,1,28,2019-03-09 11:58:42.224444889,5.899524142913682,4,317
929,Listing_929,317,Host_535,Queens,Neighborhood_185,40.78714309670537,-73.7973966162311,Private room,86,2,23,2019-03-09 13:43:33.402680537,1.1519383719387808,2,78
930,Listing_930,842,Host_410,Manhattan,Neighborhood_36,40.781696845047485,-73.96117953470093,Private room,88,1,21,2019-03-09 15:28:24.580916184,5.997897206043196,2,344
931,Listing_931,544,Host_611,Manhattan,Neighborhood_188,40.748399075033255,-73.95683238158583,Entire home/apt,165,1,34,2019-03-09 17:13:15.759151831,0.4554338994516003,3,188
932,Listing_932,491,Host_285,Bronx,Neighborhood_124,40.819534862913684,-73.92930275342688,Entire home/apt,84,3,24,2019-03-09 18:58:06.937387478,4.279439290353912,4,119
933,Listing_933,388,Host_820,Staten Island,Neighborhood_22,40.604245119090876,-74.17572165677234,Entire home/apt,97,1,20,2019-03-09 20:42:58.115623125,4.442649516274873,4,362
934,Listing_934,989,Host_622,Brooklyn,Neighborhood_105,40.608886414602026,-73.97878206524905,Shared room,58,1,22,2019-03-09 22:27:49.293858772,4.077448121788761,3,265
935,Listing_935,557,Host_715,Manhattan,Neighborhood_114,40.72048212470759,-73.99287175793813,Entire home/apt,187,1,26,2019-03-10 00:12:40.472094419,4.6656406058776225,3,9
936,Listing_936,72,Host_106,Manhattan,Neighborhood_110,40.72008707356917,-73.95031654884109,Private room,67,2,28,2019-03-10 01:57:31.650330066,2.830997649885453,5,69
937,Listing_937,532,Host_504,Manhattan,Neighborhood_3,40.738721785707924,-73.93818631528173,Private room,213,3,25,2019-03-10 03:42:22.828565714,0.3246836794554451,4,243
938,Listing_938,239,Host_46,Bronx,Neighborhood_164,40.916039230399555,-73.90048131685369,Entire home/apt,183,3,32,2019-03-10 05:27:14.006801361,2.1465197564069287,7,324
939,Listing_939,711,Host_769,Manhattan,Neighborhood_97,40.70912505692823,-73.98071964410592,Entire home/apt,238,2,29,2019-03-10 07:12:05.185037008,3.8538869832008915,4,315
940,Listing_940,577,Host_447,Brooklyn,Neighborhood_36,40.66726868971666,-73.94558528577252,Entire home/apt,81,2,21,2019-03-10 08:56:56.363272655,3.877482283805298,6,348
941,Listing_941,700,Host_144,Manhattan,Neighborhood_10,40.79588009542588,-74.00145843361378,Entire home/apt,274,2,23,2019-03-10 10:41:47.541508302,1.1711629938799206,8,320
942,Listing_942,89,Host_537,Brooklyn,Neighborhood_100,40.6782247037591,-74.04132066116878,Entire home/apt,67,1,20,2019-03-10 12:26:38.719743949,1.51803123785928,3,312
